ID,Text,Labels
14766,为了 抚养 五 孩子 姥姥 帮 别人 洗 过 衣服 打 过 稿件,['Love']
14767,记得 洗 衣服 水 从 很 远 很 远 河边 挑 来 而 每 当夜 里 打 稿件 姥姥 常 一次次 睡 着 又 一次次 打 寒颤 醒 来 接着 打 只 为了 早 上 把 稿件 交给 别人 换取 微薄 工钱 养育 子女,"['Sorrow', 'Anxiety']"
14768,她 被 儿子 逼 得 离开 家 就 一直在 生病 又 因为 五 个子 女 为了 钱 事 矛盾 重重 姥姥 病 就 一直在 加重,"['Sorrow', 'Anxiety']"
14769,因为 别的 子女 不 孝顺 她 她 就 一直 跟着 我妈 住,"['Anxiety', 'Sorrow']"
14770,后来 买 楼房 却 因为 楼层 高 姥姥 上 不 去 而 跟 分开 住,"['Anxiety', 'Sorrow']"
14771,那 房子 年代 久 经常 漏 雨 修 很多 次 也 没有 用,['Anxiety']
14772,妈妈 想 给 姥姥 买 套 楼房 住 但 都 因 离 市中心 太远 姥姥 出门 会 很 不 方便 而 作罢,['Anxiety']
14773,因为 姥姥 住 地方 条 馋嘴 街 二十四 小时 不 打烊 —— 姥姥 很 喜欢 吃 小吃 这里 很 方便,['Love']
14774,于是 姥姥 就 这 破 房子 里 住 十四 年,"['Anxiety', 'Sorrow']"
14775,妈妈 为此 很 后悔 为什么 没 早点 把 房子 装修 好,"['Anxiety', 'Sorrow']"
14776,以前 每当 下雨 地震 姥姥 和 都 提心吊胆,['Anxiety']
14777,树欲静而风不止，子欲孝而亲不待 啊,"['Anxiety', 'Sorrow']"
14778,很多 时候 甚至会 怨恨 妈妈 对 姥姥 不够 大方 妈妈 总 说是 为了 于 反过来 很 厌恶 ……,['Hate']
14779,姥爷 下葬 地方 地势 非常 好 不过 那里 现在 已经 不 让 土葬,['Anxiety']
14780,姥姥 生前 就 很 怕 火葬 所以 就 遵循 她 老人家 遗愿 为 她 买 这块 地 土葬,['Love']
14781,姥姥 生前 最 疼爱 孙子 就,['Love']
14782,姥姥 没有 重男 轻女 思想 姥姥 虽然 没有 读 过 书 却 一直 思想 很 超前,['Love']
14783,她 曾经 告诉我 衣服 随时 买 随时 换 而且 姥姥 总会 看中 一些 时髦 服饰 于是 会 给 买 很多 刚 开始 流行 衣服 和 鞋子,['Love']
14784,她 也 会 把 她 生日 收到 礼金 和 平日 节省下 生活费 拿 给,['Love']
14785,记得 上 大学 时候 曾经 疯狂 花钱 每每 花 完 钱 我就 跟 姥姥 她 就 会 催 着 我妈 去 银行 给 存钱 生怕 没 钱 外面 吃 苦,['Love']
14786,我看 上 东西 姥姥 从来 都 毫不犹豫 买 给,['Love']
14787,只是 太 不 争气 总 乱 花 姥姥 钱 还 弄 丢 姥姥 买 给 衣服 鞋子 项链 百 家 锁 等等 许多 东西,"['Anxiety', 'Anger']"
14788,送给 姥姥 东西 姥姥 却 一样 也 没 带走 全部 留 下来,['Sorrow']
14789,姥姥 对 恩情 我用 一生 世 也 回味 不 完 可 我却 再也 不 能 孝敬 她,['Sorrow']
14790,姥姥 生前 我没有 多 陪 她 一旦 想起 心 都 会 好 痛 痛 得 都 快 窒息,"['Anxiety', 'Sorrow']"
14791,再想 起 我还 对 姥姥 常 发脾气 更 恨 不 能 捅 几 刀,"['Anxiety', 'Hate', 'Anger']"
14792,现在 想 姥姥 走 再也 不 能 尽孝 唯一 能 做 就 照 顾 好 她 活 世上 亲人 们 让 她 在天 之灵 不要 再 牵绊 人间 九泉之下 得到 真正 安息,"['Expect', 'Sorrow']"
14793,希望 她 天堂 与 已故 亲人 们 团聚 不要 再 孤单 不要 再 受到 伤害 得到 永恒 幸福 快乐 平安 与 健康,"['Love', 'Joy', 'Expect']"
14794,而 我呢 更 努力 更 好 活 着 因为 我是 姥姥 生命 延续 我要 连同 她 人生 起 活 下去 快乐 去 追求 人生 所有,"['Love', 'Expect']"
14795,今年 研究生 毕业了 因为 教师 子弟 通过 关系 我爸 工作 所 大专 教学 工资 虽然 不 高 月 一千 多 一点也 还 能 算 上 市里 同龄人 中上等 收入 吧 但 我对 读研 遗憾 却 无法 用 语言 形容,"['Anxiety', 'Sorrow']"
14796,当然 这不 一定 适合 所有 人 但 起码 对 现在 境况 很 尴尬,['Anxiety']
14797,三 年 前 怀着 满心 希望 所 二 本 大学 去 读 研究生,['Expect']
14798,以为 读 研 就 拥有 一切 起码 三 年 前 如果 现在 学校 上班 还是 分房 而 当时 本科 不 分房,['Anxiety']
14799,上 研 以后 我还 没 来得及 感受 研究生 美好 生活 半 学期 不 女朋友 就 和 分手,['Sorrow']
14800,我很 喜欢 她 这 让 很 痛苦 当然 这里 最 重要 关系 没 那个 份 上 但 她 说 也 不 没 一点 道理 女朋友 本来 就 比 年龄 大 她 说 ： 三 年 我等 不 你 到时 你 变心 怎么办,"['Anxiety', 'Sorrow']"
14801,不管 痛苦 也好 教训 也好 我认 总 用三 年 我会 找到 更 好 来 安慰,['Expect']
14802,普通 大学 研究生 基本上 靠 自学 老师 不 认真 教课 学生 也 懒 得 去 听,['Anxiety']
14803,唯一 能 学点 东西 就 做 课题 这也 因为 导师 经费 少 而 做 很 浅 算 下 来 三 年 并 没有 学 多少 东西 但 三 年 下 来 钱 花 不 少 学费 ６０００ 住宿 １２００ 再 加上 本来 花钱 点 不 注意 年 １万 五 都 不够 三 年 下 来 至少 得 花 ５万,['Anxiety']
14804,原以为 找到 工作 能 把 读研 花销 都 赚 回来 却 发现 现在 研究生 找 工作 和 三 年 前 本科 时 难度 差不多 间 酸甜苦辣 就 不 多 说,"['Anxiety', 'Sorrow']"
14805,结果 研究生 毕业 比 本科 直接 工作 还 慢 年 郁闷 加 无奈,['Anxiety']
14806,关于 工作 工资 事 就 不 说 找对象 方面 更 尴尬,['Anxiety']
14807,２６ 岁 研究生 毕业 已经 不 算 年龄 大 但 作为 新人 单位 你 什么 事 都 做 单位 人家 看 不 学历 资格 别 说 你 普通 大学 研究生 就 博士 该 让 你 干活 你 也 不 能 说 不 字,['Anxiety']
14808,白天 备 不 课 只 能 晚上 备 这样 根本 没 时间 去 找 对象,['Anxiety']
14809,就算 时间 上 允许 找对象 对方 看 工作 没 人 看 学历 你 就 博士 毕业 在家 坐 着 也 没 人 愿意 跟 你 你 即使 初中 毕业 当 公务员 屁股 后面 也 排 成 排,"['Anxiety', 'Sorrow']"
14810,年龄 方面 年龄 差 大 咱 和 人家 不 一个 时代 人 ８０ ９０ 思想 差异 很 大 谈 不 起 最 合适 还是 同龄人,['Anxiety']
14811,年龄 差不多 她 年龄 也 不 小了 刚 工作 得 适应 年 两三 年 女孩 年龄 又 更 大 总 感觉 女孩 生 孩子 晚 不 好 但愿 这 我杞 人 忧天,['Anxiety']
14812,如果 女孩 研究生 毕业 不用 多 说 我想 局面 会 更 尴尬,['Anxiety']
14813,也 不 知道 我想 太 多 还是 现实 就 这样 有没有 刚 毕业 研究生 和 我有 同感,['Anxiety']
14814,总之 我劝 那些 对 研究生 盲目 崇拜 想 着 上 研究生 就 能 改变 命运 人 还是 多 考虑 一下 吧 如果 你 真是 为了 充实 为了 搞 科研 那么 你 可以 读 否则 不要 后悔 时候 再去 埋怨 没 人 提醒 过 你,"['Expect', 'Anxiety']"
14815,我的 记性 好 差 你 知道,['Hate']
14816,相见 恨 晚,"['Anxiety', 'Sorrow']"
14817,常常 听到 这 词 如今 才 深切 地 体会 它 味道 多么 无奈 ……,"['Sorrow', 'Anxiety']"
14818,喜欢 看 张 小 娴 书,['Love']
14819,只是 她 书 里 句 话 你 一定 不 知道 她 说 一个 人 其实 可以 同时 爱 着 人 只是 只 能 和 其中 一个 人 生活,"['Anxiety', 'Love']"
14820,一直 很 赞同 所以 深深 地 记住,['Love']
14821,所以 遇到 心地 善良 一直 无声 关怀 我的 你 从 开始 就 向 你 表明 我只 会 你 定位 为 最 好 朋友,['Love']
14822,知道 你 深深 地 沉默 你 答应,['Love']
14823,于是 一辈子 朋友 你 也 彼此 共同 坚守 承诺,['Love']
14824,常常 会 莫名 心情 不好,"['Anxiety', 'Sorrow']"
14825,刚 开始 你 会 小心翼翼 地 问我 为什么 后来 你 也 不再 多 问 因为 我也 不会 多 说,['Anxiety']
14826,你 只是 默默 地 陪 着,['Love']
14827,直到 我自己 说 嗯 好,"['Joy', 'Love']"
14828,你 颗 悬 着 心 才 落 下,['Anxiety']
14829,有时 我会 觉得 好坏,"['Anger', 'Anxiety']"
14830,总是 左右 着 你 情绪,['Anxiety']
14831,可 慢慢 地 竟然 习惯,['Surprise']
14832,觉得 理所当然,['Love']
14833,都 怪 你 把 惯 坏 吧,['Anger']
14834,还 好 虽然 我心 情 不 好 时候 居多 但 只 会 一个 躲 角落里 顾影自怜 不会 伤害 别人,['Love']
14835,你 总是 很 心疼 这样 嘿嘿 但 你 拿 我没 办法,['Love']
14836,没有人 给 鼓励,"['Anxiety', 'Sorrow']"
14837,只 你,['Love']
14838,你 支持 让 我有 坚持 下去 勇气,"['Love', 'Expect']"
14839,第一 天 晚上 点 怕 打电话 给 你 甚至 还 电话 里 要求 无论 多 晚 你 都 接 电话,['Anxiety']
14840,还 嘱咐 一个 人 小心 点,['Love']
14841,对不起 我又 一次 地 任性,"['Anxiety', 'Sorrow']"
14842,喜欢 无聊 时 一个 人 写 些小 片段 打发 时间 而且 喜欢 拿 你 面前 表现,['Love']
14843,我也不知道 我是 不 故意 我也 搞 不 清楚 我的 想法 可是 我就 喜欢 拿 给 你 看,['Love']
14844,只是 我也 好 奇怪 为什么 总 想不到 写 点 什么 给 你 呢,"['Anxiety', 'Surprise']"
14845,因为 你 太 好,['Love']
14846,而 那个 男孩 很 个性 样子,['Anxiety']
14847,你 好气 又 好笑 无奈,['Love']
14848,人 一好 就 变 得 没 个性,['Anxiety']
14849,你 问我 不知 怎么 回答,['Anxiety']
14850,一直 对 说 如果 我为 哪个 男孩 流泪 那 一定 很 在乎 他,['Love']
14851,可是 从 认识 现在 从来 没 为 你 掉 过 眼泪,"['Anxiety', 'Sorrow']"
14852,因为 你 从来 没 给 过 机会 啊,"['Anxiety', 'Sorrow']"
14853,你 从不 让 我受 委屈,['Love']
14854,可是 清楚 地 明白 在乎 你,['Love']
14855,因为 伤心 时候 先打 电话 给 你 同时 第一 时间 给 安慰 不 远方 他 而是 你,['Love']
14856,一直 埋怨 上天 对 不公 让 遭受 那么 多 痛苦 和 挫折,"['Anxiety', 'Sorrow']"
14857,可 当 遇 你 明白 上天 对 我是 眷顾,['Love']
14858,真 幸运,"['Love', 'Joy']"
14859,真的 谢谢你 海,"['Love', 'Joy']"
14860,你 名字 我将 永远 刻 心里,['Love']
14861,再一次 谢谢你 海,"['Love', 'Joy']"
14862,谢谢你 让 一直 这样 幸福 着,"['Love', 'Joy']"
14863,谁知 这 看 让 终生 难忘 终生 后悔,"['Anxiety', 'Sorrow']"
14864,他 面容 已 不 复 年轻 时 英俊 显得 格外 苍老,"['Anxiety', 'Sorrow']"
14865,过度 劳作 疲惫 很 明显 地 写 他 脸上 吃饭 时候 动作 很 慢 仿佛 咀嚼 地 不 米粒 而 整个 生命 那样 沉 缓,"['Sorrow', 'Anxiety']"
14866,父亲 太 累 忍住 将要 落 下 眼泪 以 种 从未有过 冲动,"['Sorrow', 'Anxiety']"
14867,再也 忍 不 住 背 过 身 擦 去 脸上 泪水 没有 让 父亲 看见,['Sorrow']
14868,这事 过去 天 妹妹 悄悄 拽住 我说 ： 哥 昨天 晚上 你 不 爸 夸 你 呢 说 你 懂事 还 说 什么 自家人 客气 啥,"['Joy', 'Love']"
14869,哦 对 看 起来 幅 满足 样子,"['Joy', 'Love']"
14870,满足,['Joy']
14871,心 再次 抖 一下 夹 块 肉 就 那么 句 话 一个 动作 竟 可以 让 一个 终生 为 儿女 操劳 父亲 满足,"['Surprise', 'Anxiety']"
14872,父亲 倾注 他 一生 爱 身上 很多 时候 我还 感到 不 满足 呢,['Anxiety']
14873,没 想到 父亲 竟 这么 容易 满足 看来 儿女 满足 父母 相当 容易 比如说 我对 于 父亲,"['Joy', 'Love']"
14874,如果 想做 一个 孝顺 晚辈 不 难,"['Love', 'Joy', 'Expect']"
14875,如果 想做 一个 让 父母 满足 儿女 也很 容易,"['Love', 'Joy']"
14876,请 你 记住 ： 父亲 出门 别 忘 向 他 说 声 多 保重 ； 你 外出 别 忘 留 份 可口 饭菜 给 将要 回家 父母 ； 父亲 累 别 忘 叫 他 好好 歇息 ； 父亲 上班 别 忘 祝 他 工作 愉快 ； 父亲 心情 不 好 别 忘 陪 他 多 聊聊 ； 父亲 咳嗽 别 忘 为 他 披 件 衣服 ……,"['Love', 'Expect']"
14877,诸如此类 事 很 简单 一点儿 也 不 费劲 且 只 一个 条件 ： 那 就 用 心 去 做 用心 去 体验,"['Love', 'Expect']"
14878,不必 担心 父亲 斗 字 不 识 领会 不 你 孝 意 ； 也 不必 担心 父亲 学富 五车 而 不屑一顾 你 这些 平常 话语 背后 所 蕴藏 深情,['Love']
14879,无论 你 父亲 权 高位 重的 国家 元首 还是 一个 一贫 如洗 乞丐 只要 他 你 父亲 他 都 能 理解,['Love']
14880,儿女 关心 面前 所有 父亲 都 一样 容易 满足,"['Love', 'Joy']"
14881,最 质朴 感情 也 需要 形式,['Love']
14882,如果 给 父亲 夹 菜 他 很 满足 的话 那么 我会 记住 ： 每次 吃饭 时候 会 给 父亲 夹 他 最 喜欢 吃 菜,"['Love', 'Joy']"
14883,又 该 吃饭 爸 快 吃 吧 趁 热,['Love']
14884,透过 朦胧 双眼 仿佛 又 看到 父亲 那 满足 样子,"['Love', 'Joy']"
14885,爸爸 你 太 容易 满足,"['Love', 'Joy']"
14886,生活 很多 想念 东西 ： 儿时 趣事 疏于 联系 朋友 懵懂 纯真 ……,['Love']
14887,前不久 听 朋友 说 朋友 结婚 一刹那 眼眶 就 湿 一半 高兴 一半 伤感,"['Sorrow', 'Joy']"
14888,回首 一想 已经 好多年 没有 见 也 疏于 联系 小 男生 长成 大男人,"['Anxiety', 'Sorrow']"
14889,不 知道 问 什么 突然 就 觉得 很 伤感 想念 以前 时光 想起 以前 大家 还是 少年 时 快乐 时光 放学 以后 起 大街 上 嘻嘻哈哈 大声 说话 放肆 唱歌 尽情 打闹 ……,"['Love', 'Joy']"
14890,所有 一切 都 已经 回 不 去 甚至 离 越来越 远 只 能 无休止 想念,['Love']
14891,在我的 心 里面 很多 很 深 想念 很多 日思夜想 朋友 们 他们 一直 我心 里面 最 温暖 地方,"['Love', 'Joy']"
14892,依然 在想 念 等待,"['Expect', 'Love']"
14893,很 多 年 没有 换 电话 号码 为 就 天 能够 听到 日夜 想念 声音,"['Love', 'Joy']"
14894,除了 等待 想念 声音 也 等待 那个 曾经 让 心跳 加速 声音,"['Expect', 'Love']"
14895,有时候 会 看着 电话 想像 着 接到 他 电话 样子 也许 我会 泪如雨下 吧,"['Sorrow', 'Anxiety']"
14896,想 会心 酸 会心 痛 会 怨 命运 ……,"['Anxiety', 'Sorrow', 'Hate']"
14897,现在 哪怕 还是 朋友 就算 当我 兄弟 我也 愿意 承受 一个 误会 让 还 没有 开始 关系 进入 死胡同,"['Anxiety', 'Sorrow']"
14898,七 年 爱恋 就 这样 灰飞烟灭,"['Sorrow', 'Anxiety']"
14899,我在 等待 天 你 会 联系 祈祷 一天 能 大街 上 遇见 你 因为 现在 呼吸 着 同一 城市 空气 看着 同一 城市 风景 走 着 同一 城市 路 ……,['Expect']
14900,我会 像 想念 我的 朋友 们 一样 想念 你,['Love']
14901,朋友 曾经 问我 ： 你 对 他 这么 好 他 却 因 别人 而 误会 你 你 为什么 不 解释 你 付出 这么 多 值 吗,"['Sorrow', 'Anxiety']"
14902,你 不 恨 他 吗,"['Hate', 'Anxiety']"
14903,我说 ： 对 他 好 我愿意 他 怎样 对 他 权利 一个 人心 里面 已经 认定 事情 解释 多余 永远 不会 恨 他 只 会 怨 他 怨 他 不 了解 没 有人 说 付出 就 一定 会 回报 谁 都 没有 错 只 叹 有缘 无 份,"['Sorrow', 'Anxiety']"
14904,总是 习惯 一个 人 带 上 耳机 忘记 周围 一切 静静的 写下 属于 文字 慢慢 成为 一段话 篇 短短的 文章 这 就 成就感,"['Joy', 'Love']"
14905,特别 喜欢 一些 哀伤 和 震撼力 歌曲 因为 它们 总 能 带 回到 过去 时光 所有 发生 一切 都 像 昨天,['Love']
14906,太 多 太 多 似乎 都 昨天 瞬时 在我的 脑子里 冲刺 着 都 抢 着 出来 报告 一般 闪 来 闪 去 反而 让 无从 谈 起,['Anxiety']
14907,最 喜欢 做 事 便 一个 人 坐 繁闹 都市 最 吵闹 街道 只是 静静的 坐 谁 也 不予 理会 眼中 闪 过 无数 男男女女 形形色色 男人 和 女人 并肩 手拉手 搂抱 ……,['Love']
14908,似乎 又 回到 那种 久违 熟悉 感觉 总是 让 心潮 澎湃,"['Love', 'Joy']"
14909,从 脑海中 最先 跳出 它 黄昏 时分 人 并排 走 大街 上 漫步 属于 却 又 不 属于 校园 这 也许 大多数 毕业生 都 会 体会 吧 望 着 熟悉 而 又 陌生 面孔 开心 惆怅 失落 茫然 ……,"['Anxiety', 'Sorrow']"
14910,每个 人 都 渴望 这 看到 共性 无论 谁 无一例外,['Expect']
14911,不 恋人 可能 朋友 　 或许 谁 都 说 不 清楚 他们 到底 怎样 关系 一对 男女 就 这样 只是 漫步 谁 也 无法 去 猜 透 对方 没有 言语 或许 偶尔 只 无聊 感慨 都 想 去 说 什么 可是 话到嘴边 人 却 又 同时 收 回去 　,"['Anxiety', 'Sorrow']"
14912,只有 安静 只 属于 人 天空 一切 都 那么 安静 同样 又 喜欢 感觉 无比 熟悉 感觉 相信 她 也 一样,['Love']
14913,没有 声音 却 又 如此 爱恋 也许 彼此 早已 心 知 肚 明 可是 谁 也 没有 说 出来 或许 谁 都 不 忍心 去 破坏 这 份 纯洁 安静 这 份 以后 也许 再也 不会 存在 宁静,['Love']
14914,人 呆呆 坐 着 ……,['Anxiety']
14915,起 风 你 冷 吗,['Anxiety']
14916,这时 他 看到 她 身体 上 轻微 颤抖 很 轻 很 轻 怕 让 他 看到 他 也 不 知道,['Anxiety']
14917,他 轻轻 地 脱 下 上衣 递 她 手中 没有 说话 她 接 过来 轻轻 披 身上 两手 却 死命 抓住 衣服 两边 紧紧 裹 住 身体 坚持 着 坚持 着 ……,['Love']
14918,突然 她 剧烈 抖动 起来 眼眶里 早已 充满 眼泪 再也 控制 不住 夺眶而出 泣不成声 ……,"['Sorrow', 'Anxiety']"
14919,人 紧紧 地 抱 起,['Love']
14920,望 着 天边 渐渐 落 下 夕阳 谁 也 不知道 明天 会 怎样,"['Anxiety', 'Sorrow']"
14921,也许 只 那 永恒 不 变 太阳,['Love']
14922,我爱 他 你 知道 吗,['Love']
14923,你 骨气 你 就 走,"['Anger', 'Anxiety']"
14924,　 走,['Anger']
14925,等 看 完 周迅 喊 完 这几 句 话 想 我是 对 周迅 更加 喜欢,['Love']
14926,蜥蜴 精 突然 出现 她 和 王 生 情爱 表白 时刻 愤怒 被 她 用 那 沙哑 而 厚重 嗓音 歇斯 底里 喊 出来,"['Anxiety', 'Anger']"
14927,一个 真实 周迅 一个 真实 小 唯 一个 真实 女人 展现 我的 面前,['Love']
14928,再 品 周迅 就 这 月 啊 这 月 无疑 周迅 月 一个 李 米 猜想 一个 画皮 给 一个 强大 冲击波 也 让 我对 周迅 对 大陆 片 更 深 认识,['Love']
14929,一个 时尚 一个 古典 一个 凡人 一个 狐仙 一个 等待 一个 追求 一个 悬疑 一个 唯美,['Love']
14930,然而 同 一个 周迅 同 为了 爱情 同样 第三者 同样 无助 无奈 同样 什么 都 没有 得到 最终 却都 得到 更 多 伤感,"['Sorrow', 'Anxiety']"
14931,画皮 这 年 继 神话 投 名状 比较 喜欢 第三 部 古装片,['Love']
14932,刚 开始 宣传 时候 还 以为 一个 拥有 高科技 制作 令 人 恐怖 聊斋 新 拍 可是 错 最后 我才 发现 它 一个 凄 美 而 温暖 爱情 故事,['Love']
14933,特别 周迅 精彩 演出 让 折服 到底,['Love']
14934,尤其 她 那 双 眼睛 和 沙哑 嗓音 画皮 里 她 用 六 种 不同 眼神 把 一个 小 唯 演活,['Love']
14935,看到 她 第一 眼神 就 片 火光 漫天 刀枪 无影 场景 里 群 彪悍 色狼 围住 这个 衣 不 遮体 露着 白色 胴体 小 唯 眼神 那 多么 无助 多么 恐惧 多么 令 人生 怜 眼神,"['Anxiety', 'Hate']"
14936,看到 她 第二 眼神 就 王 生 英雄救美 时刻 小 唯一 见 钟情 含情脉脉 眼神,"['Love', 'Joy']"
14937,第三 眼神 就 小 唯 王家 和 各位 将军 喝酒 时候 那种 古 灵 精怪 妩媚 妖艳 眼神,['Love']
14938,第四 眼神 小 唯 王 生 和 夫人 由于 她 而 产生 矛盾 时候 胜券 在握 洋洋得意 眼神,['Joy']
14939,王 夫人 见到 小 唯 真实 面目 时 惊恐 万分 那 时候 她 第五 眼神 透 着 让 人 不寒而栗 汹 气 毕露 眼光,['Anxiety']
14940,周迅 最后 一个 眼神 结局 当 小 唯 发现 即使 把 王 夫人 变成 妖 王 生 依然 深 爱 至 死 不 渝 时候 小 唯 那 深 悟 真爱 满眼 泪花 那 绝望 无奈 凄 美 伤感 眼神,['Sorrow']
14941,小 唯 作为 小三 什么 也 没有 得到 然而 她 深刻 理解 爱 意义 用 修炼 千年 道行 救活 王 生 和 王 夫人 依旧 野 丛 里 一个 充满 渴望 渴望 得到 人间 真爱 白狐,"['Expect', 'Love']"
14942,夕阳西下 晚霞 点 一点 收起 它 彩衣 渐渐 淹没 灰暗,['Anxiety']
14943,镇上 学校门 口 一个 小孩 不停 地 张望 着 己 经 五点 多 钟 父亲 还 没 来 接 他,['Anxiety']
14944,今天 星期五 不知为什么 父亲 还 没 来 他 显得 非常 着急,['Anxiety']
14945,此时 孩子 拿 出来 紧紧 地 捏 手中 学校 门卫 不止一次 地 问 孩子 不 叫 辆 车 送 回去 孩子 问 一下 时间 说 再 等等,['Anxiety']
14946,就 孩子 己 经 失望 时候 小宋 飞 一般 地 来,"['Anxiety', 'Sorrow']"
14947,事情 办 完 他 急 得 不得了 甚至 责怪 老 父亲 应该 早一点 去 而 不 应该 错过 接 儿子 时间,"['Anxiety', 'Anger']"
14948,遭到 老人 一阵 喝斥 为了 儿子 不 顾 老爹,"['Anger', 'Anxiety']"
14949,这 让 小宋 非常 为难 好象 同样 一个 话题 ： 老婆 不 娘 意思 他 怎么 会 呢,['Anxiety']
14950,小宋 感觉 现在 老人 需要 人 照顾 还 跟 孩子 吃醋 越 老 越 象 孩子 孩子 心灵 多 脆弱 呀,"['Anxiety', 'Sorrow']"
14951,纯洁 没 经过 熏染 也许 一点 小事情 都 会 受到 打击 留下 心理 阴影,"['Anxiety', 'Sorrow']"
14952,孩子 需要 呵护 醇醇 教导 如果 一边 老人 一边 孩子 应该 先照 顾 孩子 老人 历经 风雨 承受 能力 应该 大些 从 慈爱 角度 来讲 也 应该 多 关心 孩子 小宋 对 老人 们 思想 还 不 甚 理解 也许 老 特别 在意 对 他们 关爱 和 孝顺,['Love']
14953,老人 觉得 小宋 除了 对 父母 不 太 孝顺 外 对 孩子 教育 方式 不 对,"['Anxiety', 'Sorrow']"
14954,记得 他 小时候 没有 吃 没有 穿 一点点 大 就 知道 帮 家里 洗衣 做饭 打 猪草 做 得 不 好 还要 遭到 父母 打骂,"['Anxiety', 'Sorrow']"
14955,他 甚至 被 父亲 吊 树上 打 过 把 他 搬 起来 往 河里 扔 吓得 他 心胆 俱裂 把 他 一个 人 扔 家里 经常 顾 不 上 问 ……,"['Anxiety', 'Sorrow']"
14956,他 知道 父母 辛苦 因此 从小 养成 种 独立 自强 生活 习惯 这对 将来 生活 很 帮助,"['Love', 'Joy']"
14957,于 他 对 孩子 种 措施 儿子 不 注意 事情 他 注意 困难 面前 由 他 去 而 不 衣 来 伸手 饭来张口 过于 娇声 惯 养,"['Love', 'Anxiety']"
14958,他 看不惯 时候 就要 教训 几 句 哪怕 碰到 次 不 叫 他 老人 就要 喝 斥 孩子 不 尊重 平时 尽 挑毛病 这 不 对 那 不 对 该 怎样 不 该 怎样 有机会 他 就 按照 他 教育 方法 让 孩子 锻炼 锻炼,['Anxiety']
14959,今天 事情 虽然 晚 但 没 什么 不好 这也 种 锻炼 机会 让 孩子 从小就 种 忧虑感,['Love']
14960,整 天象 花 一样 养 着 过 顺 淌 日子 将来 生活 上 遇到 打击 承受 能力 差,['Anxiety']
14961,小宋 有时候 也 想 这 问题 也 很 郁抑 对 父亲 也 不 过 份 责怪 只 不 刻意 顺 其 自然 尽力 去 做 孩子 也 会 过 这 坎,['Anxiety']
14962,只要 长大 就 会 越来越 懂事 就 可以 放手,['Love']
14963,严 历 一点 也 不 坏事 孩子 接 回来 很 好,"['Joy', 'Love']"
14964,显然 小宋 担心 事 并 没有 发生 也许 这 点 和 老人 相通,"['Love', 'Joy']"
14965,校园 岁月 里 值得 记忆 东西 太 多 太 多 而 和 学校 食堂 段 故事 却 让 我能够 终生 铭记,['Love']
14966,每每 想起 倍 感 温馨,['Love']
14967,那年 学校 组织 植树 劳动 碰巧 身体 不 舒服 就 没 参加,"['Anxiety', 'Sorrow']"
14968,结果 学校 训导处 主任 大发雷霆 把 我叫 去 狠狠 批评 停课 检讨 也许 平时 学校 调皮 惯 遭 主任 恨,"['Hate', 'Anxiety']"
14969,最后 决定 对 俺 体罚,"['Anxiety', 'Anger']"
14970,主任 把 带 煤堆 前 指 把 这堆 筛 完 否则 不许 上课,"['Anxiety', 'Anger']"
14971,我就 开始 无 精 打 彩 干 着 这时候 学校 食堂 校工 看见 问 怎么 回 事 啊,['Anxiety']
14972,我就 原本 告诉 他 他 又 和 其他 校工 说 于是 我想 不 场面 出现,['Anxiety']
14973,围 过来 好多 叔叔 阿姨 让 不要 干 还 声讨 那 主任 怎么 可以 让 小孩子 干 这么 重 活 呢 真是,['Anger']
14974,我说 ： 不 干 完 不 让 我回去 上课 啊,"['Anxiety', 'Sorrow']"
14975,马上 就 壮实 校工 抢 过 工具 说 ： 你 休息 吧 给 干 完,"['Love', 'Surprise']"
14976,把 感动 坏,"['Love', 'Joy']"
14977,几 阿姨 拉 着 我去 食堂 厨 休息 还给 找 出 好多 好吃 真是 美 死,['Joy']
14978,那个 亲热 劲 啊 就 跟我 她们 孩子 一样,"['Love', 'Joy']"
14979,那个 主任 万 也 想 不 没有 体罚 成功 倒 让 得到 食堂 上下 所 有人 喜欢,"['Love', 'Joy', 'Surprise']"
14980,后来 我去 食堂 吃饭 负责 打 饭 师傅 看见 就 不 排队 还 给 饭菜 量 特别 多 哈哈 …… 把 很多 老师 都 羡慕 坏 特 诧异 看着,"['Love', 'Joy', 'Surprise']"
14981,同学 们 就 更 别提 简直 羡慕 嫉妒 啊 都 想 着 办法 争 着 去 食堂 劳动 哈哈 ……,['Joy']
14982,食堂 做饭 那 几 阿姨 更 好 知道 喜欢 吃 食堂 包子 出 锅 热腾腾 食堂 还 没 开门 呢 就 会 给 俺 送 班级 门口 来 那 待遇 比 校长 都 牛,"['Love', 'Joy']"
14983,从来 没 问过 他们 为什么 对 那么 好 一切 好象 都 特 自然,['Love']
14984,毕业 时候 我去 看 他们 告诉 他们 我的 考试 成绩 还 不 错 他们 为 高兴 我还 帮 他们 摘 菜,['Joy']
14985,过去 很多 年 他们 也都 该 退休 不知道 他们 都 还 好 吗,['Love']
14986,你们 慈爱 音容 笑貌 我还 记得 祝愿 好人 一生 平安,"['Expect', 'Love']"
14987,８月 ３日 这天 我跟 同事 去 清远 乘船 游览 水 远 赴 海 山 高 入 云 小 山峡,"['Joy', 'Love']"
