ID,Text,Labels,pred,Love
346,多少 无眠 夜晚 仿佛 已经 数 不 清 泪水 你 深情 渐渐 迷失 就 像 一个 无助 小孩 ……,"Sorrow,Love","Anxiety,Sorrow",unLove
347,如果 人生 可以 重 来 如果 命运 可以 改变 如果 相遇 可以 重新 安排 那么 请 你 紧紧 地 拥 入怀 允许 停靠 你 肩膀 哭泣 与 你 相遇 从来不 曾 后悔 哪怕 每 一个 人 责怪 无法 改变 我对 你 那 深深 情怀 ……,"Sorrow,Love,Expect","Love,Sorrow,Expect",Love
348,哭 因为 我想 你,Sorrow,"Love,Sorrow",Love
349,可是 你 又 曾 知道 在这 暗淡 夜色,Sorrow,"Love,Sorrow",unLove
350,我想 你 心 却 又 无法 传递,Sorrow,Sorrow,unLove
351,亲爱 你 知道 在想 你 吗,"Sorrow,Love",Love,unLove
352,不 让 我一 人 飞 好 吗,Sorrow,Expect,unLove
353,喜欢 你 对 我说 ： 乖 老公 真的 很 爱 你,Love,Love,Love
354,这一刻 其实 我想 让 你 知道 也 就 我也 很 爱 很 爱 你 ……,Love,Love,Love
355,每 次 想 你 时候 泪水 总 会 不 听 使唤 地 掉 下 来 次 次 地 答应 你 你 世界 我要 做 一个 坚强 小孩 可是 对不起 总 学不会 请原谅 我的 脆弱 在我的 世界 里 从 不曾有＂ 坚强 ＂ 时候 一切 只怪 太 爱 你,"Sorrow,Love",Love,Love
356,无法 埋藏 我对 你 爱 …… 只 这么 一个 答案 ……,Love,Love,Love
357,有时 感觉 好 累 好 累 总 想停 下 来 可是 我无 法 停止 想念 与 对 你 爱 想 你 哭 我知道 再也 逃 不 开 眼泪 已经 不 听 使唤 地 掉 下 来 到底 怎么 害怕 会 失去 任何 知觉 害怕 会 想 得 太 多 害怕 会 失去 害怕 会 发疯 我知道 剩下 只有 漫长 等待,"Sorrow,Anxiety,Love,Expect","Anxiety,Sorrow",unLove
358,常想 体验 体验 幸福 但 总 觉得 幸福 离 很 远 很 远 甚至 躲 着,"Expect,Sorrow","Anxiety,Sorrow,Expect",unLove
359,这 几 天 牙痛 痛 很 顽固 而 奇怪 ； 不 这 颗 牙痛 就 那 颗 牙痛 不 白天 痛 就 晚上 痛 不 吃 冷食 痛 就 吃 热 食 痛 不 一阵 一阵 痛 就 连续不断 痛 不 隐隐约约 痛 就 人命 痛,Hate,"Anxiety,Sorrow",unLove
360,痛 六神无主 痛 茶饭 不 思 痛 不知 过 白天 好 还是 过夜 晚 好 痛 脾气 很 坏 心情 很 坏 看到 有人 笑 我就 生气,"Hate,Anxiety,Anger","Anxiety,Sorrow",unLove
361,一个 早 上 起来 觉得 天气 特别 好 空气 特别 清晰 树 特别 绿 小鸟 特别 活泼 心情 也 特别 舒畅 …… 哦 这 怎么,"Joy,Love,Surprise","Love,Joy",unLove
362,突然 明白 牙 不 痛 颗 也 不 痛 一点儿 也 不 痛 全都 乖乖,Joy,Joy,Love
363,欣喜 若 狂 又 笑 又 唱 拍拍 腮帮子 叩 叩 牙齿 美 不得了,Joy,Joy,Love
364,一瞬间 种 非常 幸福 感觉,"Joy,Love","Love,Joy",Love
365,猛然 悟 原来 幸福 就 身边,Love,"Love,Joy",Love
366,过去 体验 不 幸福 因为 坐 幸福 车上 太 久 缘故,Love,Sorrow,unLove
367,０８ 年 冬天 郑州 场 雪 没 下 干干的 冷 冷 整个 楼群 都 被 灰色 笼罩 着,Hate,"Anxiety,Sorrow",unLove
368,忽然间 温度 上升 十几 度 扔掉 厚厚的 棉衣 大街 上 到处 裙 角 飞扬 美女,Love,Love,Love
369,路边 无名 小树 不经意 间 冒 出 嫩芽 人们 忽视 提示 它们 存在,Love,Love,Love
370,金水河 水 浅 浅 被 微风 吹 开 粼粼 波纹 向 岸边 荡 去,Love,Love,Love
371,春天 脚步 轻轻 地 轻轻 地 近,Joy,Love,Love
372,坐 银行 等待 区内 翻 着 最 新 一期 领跑 杂志 手机 短信 提示 音响 嫂子 信息 ： 我的 问题 我会 改正 老婆 谢谢你 付出,Love,"Love,Joy",Love
373,这 你 大哥 给 短信 谢谢你 妹妹,Love,"Love,Joy",unLove
374,忽然 眼睛 很 热 泪水 涌 出来,Joy,"Joy,Sorrow",unLove
375,大哥 和 嫂子 最近 一直 争吵 婚姻 里 充满 不 信任 不 宽容 不 忠诚 不 和谐,Anxiety,"Anxiety,Sorrow,Anger",unLove
376,但 又 不忍 不 舍 不 弃,Love,Love,unLove
377,可能 没有 爱 只有 亲情 可能 没有 交流 只 感恩 但是 十几 年 感情 岂 能 一笔 勾销,"Sorrow,Love",Love,Love
378,吵闹 折磨 折磨 中伤 痛 伤痛 绝望,"Sorrow,Anxiety","Anxiety,Sorrow",unLove
379,因 对 我的 信任 成 和事佬 听 着 彼此 心声 想尽 一切 办法 让 他们 和解 也 可能 起 点 作用 也 可能 大哥 回归 愿望 也 可能 嫂子 改变 想法 情况 好转,"Joy,Expect",Expect,Love
380,都 说 婚姻 像 面 镜子 破 再 圆 也 裂痕 但是 婚姻 为什么 不 能 像 团 揉 熟 面 分开 再 揉 还是 块,"Expect,Sorrow","Anxiety,Sorrow",unLove
381,站 人流 如织 街上 给 他们 回 着 短信 仿佛 见证 着 幸福 再次 降临 享受 着 阳光 沐浴 如此 向往 春天 温暖,"Joy,Love,Expect","Love,Joy,Expect",Love
382,明天 大哥 生日 嫂子 会 带 着 花 来看 他 春天 来 春天 花 那么 艳丽 温情 我想 暖暖的 烛光 他们 一定 会 体会 爱情 春天,"Love,Expect","Love,Expect",Love
383,春天 渴望 爱情 来临 如 牛奶糖 一般 甜 氤氲 ……,"Expect,Love","Love,Expect",Love
384,商场 闲逛 着 想 为 挑 条 裤子,"Expect,Love",Expect,unLove
385,转 一个 裤子 专卖店 前 看 起来 质地 不错 女 老板 热情 地 推荐 着,Love,Love,Love
386,看 她 眉眼 倏忽 间 点 熟悉 感觉 特别 声音 曾经 记忆 深处 出现 过 但 想不起 她 谁 趁着 试 裤子 时间 大脑 拼命 搜寻 着 一个 熟悉 名字 蹦 出来 但 又 怀疑 差别 太 大,"Anxiety,Love",Surprise,unLove
387,隔 着 试衣间 薄板 我问 她 你 很 像我 一个 同学 但 不 敢 肯定,Anxiety,Expect,unLove
388,这 真是 开门见山 她 马上 接 过 话 你 哪 上 学,Love,Expect,unLove
389,一问一答 间 果然 对 上 号 她 推 开门 也不 管我 正 试 衣服 呢 说 真是 你 呀 怎么 变化 这么 大,"Joy,Surprise","Joy,Surprise",Love
390,原 来 真是 十 多 年 没 见 同学 只是 她 都 变 变 得 不 敢 相认 时间 很 残酷 让 她 发 福 脸上 皱纹 我也 一样 吧,Sorrow,"Joy,Expect",unLove
391,兴奋地 忆 起 旧 说起 一个个 熟悉 名字 一件件 好笑 趣事 好像 又 回到 从前 没有 隔阂 没有 距离 没有 顾忌,"Joy,Love",Joy,Love
392,谈 起 起 吃 方便面 日子 起 唱歌 日子 起 高考 日子 脉络 清晰 得 让 吃惊 这些 躲藏在 记忆 深处 东西 被 挖 出来,"Surprise,Love",Surprise,unLove
393,真的 不 敢 相信 已 过 十 多 年 更 不 敢 相信 都 当 妈妈,Surprise,,unLove
394,生活 总会 给 惊喜 某个 时段 让 你 收获 财富 这些 财富 曾经 被 遗忘 过 当 再次 抓住 时 会 格外 感动 格外 珍惜,"Joy,Love","Love,Joy",Love
395,除夕 身边 朋友 都 已 远去 趁着 这 短暂 假期 修补 因 忙碌 而 疏远 亲情 祝福 他们 都 幸福,"Expect,Love",Expect,Love
396,也因 除夕 所以 思念 也 就 泛滥,"Expect,Love",Sorrow,unLove
397,外国人 不 能 理解 中国 春节 大 迁移 无论 条件 多 艰苦 也 回家,Expect,Expect,Love
398,家 多么 温馨 字眼 思念 家人 思念 朋友,"Expect,Love",Love,Love
399,短短的 一生 总 那么些 人 深深 刻 心中 他们 可能 亲人 可能 同学 可能 朋友 也 可能 陌生人 对 他们 好像 无法 回报 只 思念,"Expect,Love","Love,Sorrow",Love
400,思念 家人 他们 应该 放过 鞭炮 宽大 房间 里 享受 年夜饭 这么 多年 习惯 没 变 放炮 吃饭 看 电视 打牌 熬 红枣 水,"Expect,Love","Love,Joy",Love
401,思念 朋友 我最 困难 时 出现 身边 人 好久 没 联系 此时 也 应该 和 家人 一起 享受 春节 团圆 默默 送 去 祝福,"Expect,Love","Love,Expect",Love
402,思念 宽容 人 嚣张 时 淡然 一笑 称 无 招 胜 招 不 能 做 什么 只有 美好 祝愿,"Expect,Love","Love,Joy,Expect",Love
403,总是 思念 很多 人 想 在这 除夕夜 定 会 很多 眼泪 纷飞 那么 多 人 在外 游离 仿佛 过年 才 能 体会 亲情,"Expect,Sorrow","Love,Expect",unLove
404,但 很多 时候 都 被 浓浓 感情 包围 着 体会 消化,Love,"Love,Joy",unLove
405,有人 思念 幸福 想 那些 被 思念 人 也 应该 幸福,Joy,Love,Love
406,一个 不 小心 圣诞老人 又 来 满 大街 都 他 灿烂 笑,"Joy,Love",Joy,Love
407,向 所有 朋友 说 声 圣诞 快乐,Joy,"Joy,Expect",Love
408,提前 收到 远在 四川 成都 一个 女朋友 从 网上 发 来 祝福 贺卡 欢快 音乐 跳动 画面 好 温馨 想起 她 上次 来 郑 时 谈 地震 时 情景 她 说 家里 电脑 都 掉 地上 墙 裂开 缝,"Love,Sorrow","Love,Joy",Love
409,她 语气 平淡 地震 伤痛 似 已 远去 但 知道 这种 平淡 不 为了 忘却 而是 更加 珍惜 珍惜 拥有 一切,"Love,Sorrow",Love,Love
410,也 祝福 她 圣诞 快乐,"Expect,Joy",Expect,Love
411,一会 手机 铃声 响 起 我知道 一定 朋友 祝福 短信 哈 兴奋 满天飞,"Joy,Love",Joy,Love
412,虽然 一直 对 洋 节 气势汹汹 抢占 传统 节日 支持率 耿耿于怀 但 对 祝福 还是 希望,"Expect,Love,Hate","Love,Expect",Love
413,虚伪 吗,"Anxiety,Hate","Hate,Anger",无法判断该文本的情感，因为无法分析文本内容。我只能根据文本内容对其进行情感分析，并根据分析结果对文本进行分类。如果有其他问题，我很乐意提供帮助。
414,其实 一点 也 不 祝福 驱散 年 前 寂 廖 还有 近来 低落 心情,"Love,Sorrow","Sorrow,Expect",unLove
415,去接 李 李 时 她 说 你 圣诞节 一定 给 买 礼物 我要 圣诞老人,Expect,"Love,Joy",Love
416,前 一段 给 她 买 小雪 人 她 只 兴奋 一会 发现 孩子 对于 玩具 热忱 程度 跟 女人 对 衣服 一样 来 快 走 也 快 这不 又 考虑 给 她 买 新 还有 即将 来临 她 生日 还有 春节 礼物 也 满天飞,"Expect,Anxiety",Joy,Love
417,天啊 好 想 回到 童年 也 这样 跟 大人 磨蹭 回 还 不 会 受到 责怪,Expect,Expect,unLove
418,给 她 挑 一个 会 扭 着 身子 跳舞 圣诞老人 还有 音乐 提 着 礼物 去接 她 交给 她 时 她 故意 同学 面前 表现 出 极度 兴奋 模样 看来 满足 她 小小 虚荣心,"Joy,Love","Love,Joy",Love
419,家 她 不 写 作业 还 耍赖 说 好不容易 过节 你 帮 写 吧 虽然 点 不像话 但 我很 开心,"Joy,Hate",Joy,unLove
420,她 话 都 说 这 份 上 我也没 啥 说 只 恨 老师 如 此 不知 体谅 此时 还 布置 作业 心想 又 夜战 为 她 那 多 离谱 作业,Hate,"Anxiety,Sorrow",unLove
421,她 忙 来 忙 去 又是 扎花 又 粘贴 又 骚扰 我说 帮我 写 几 字 吧 拿 过来 裁 成 条条 纸 让 写 老师 祝 您 圣诞 快乐 几 字 难得 这 份 心,Love,Joy,Love
422,帮 她 给 爸爸 发 短信 一会 电话 过来 父女 俩 聊 来 有去 也算 圣诞 之夜 为 她 制造 另 种 快乐,Joy,"Love,Joy",Love
423,这 圣诞 之夜 平静 又 安逸 满足 又 开心 哈 虽然 没 收到 圣诞老人 送 来 礼物 但是 女儿 特意 营造 氛围 还是 让 小 感动 把 ： 她 关掉 灯 打开 圣诞老人 开关 那 首 熟悉 铃儿 响 叮 铛 弥漫 她 手 捧 精心 制作 祝 妈妈 圣诞 快乐 纸条 和 支 绢花 像 天使 一样 把 她 拥入 怀中 送 上 亲吻 说 谢谢 宝贝 可爱 天使 没有 什么 比 这 更 宝贵,"Joy,Love","Love,Joy",Love
424,祝 快乐 祝 女儿 快乐 祝 朋友 都 快乐,"Expect,Joy","Love,Joy,Expect",Love
425,自认 为 身体 很 好 好久 没有 尝 生病 滋味,"Hate,Love",Joy,Love
426,这不 老天 马上 满足 这个 伪 愿望 赏赐 感冒 次,Hate,Joy,unLove
427,鼻塞 头疼 咳嗽 想起 小时 感冒 不 算 病 也 不 吃药 几 天 就 好 现在 感冒 倒好 不 吃药 不行 甚至 输液 真是 不 我不 明白 这 世界 变化 快,Hate,Joy,unLove
428,周 末 也没 休息 带 孩子 公园 逛 又 去 上课,Sorrow,"Joy,Expect",unLove
429,孩子 们 很 乖 听说 感冒 上课 听话 许多,Love,"Love,Joy",Love
430,床 上 辗转 反侧 鼻塞 严重 无法 入睡 一早 闹钟 响起 孩子 竟 先 醒 叫我 起床 今天 学校 升旗 仪式 不 能 迟到,"Hate,Anxiety",Anxiety,unLove
431,赖 一会 床 无奈 地 起来 这时 才 突然 感到 无助 感,Sorrow,"Anxiety,Sorrow",unLove
432,想 起 家人 想 起 朋友 哈 请 你们 不要 怪我 困难 时候 才 想起,Love,"Love,Joy",unLove
433,送 走 孩子 回来 又 睡 昏昏沉沉 一直 下午 四点 也没有 饥饿感 感冒 这 小玩意 也 这么 折磨 人 想当年 哪 在乎 过 只是 好汉 不 提 当年 勇 如今 老,"Hate,Sorrow",Anxiety,unLove
434,朋友 打电话 过来 一再 交待 吃药 甚至 说 需要的话 买 送 过来 天 这点 小事 哪 敢 麻烦,Anxiety,Joy,unLove
435,只是 内心 深处 还是 着 小小 感动 就 像曾 经 有人 说 过 这个 城市 里 有人 牵挂 你 你 就 幸福,Joy,"Love,Joy",Love
436,感冒 让 无意中 也 着 幸福感,"Joy,Hate",Joy,Love
437,孩子 老师 镜子 什么样 老师 就 什么样 孩子 一个 班 班风 和 班主任 老师 性格 很 相似,Surprise,Love,Love
438,这些 话 今天 可 算是 最 感性 最 直接 最 深切 体会,Joy,Love,Love
439,可是 刚 上 楼梯 时 由于 走 得 比较 慢 排 第二 谢 翔 小朋友 抢先 踏 上 楼梯 本来 也 没 在意 可 排 第一 刘 丹 却 把 拉 住 谢 翔 警告 他 说 ： 谢 翔 你 排 哪里,"Anger,Surprise",Anxiety,unLove
440,呵呵 那 说话 神态 语气 简直 就 我的 翻版 嘛,"Love,Joy,Surprise","Love,Joy",Love
441,差点 没 笑 出 声 来,Joy,Joy,Love
442,暗自 好笑 同时 我也 很 受 震动,"Surprise,Anxiety,Joy",Joy,unLove
443,句 话 说 ： 教育 无 小事 教师 无 小节,Anxiety,"Love,Expect",Love
444,教师 一言一行无不 影响 着 孩子,"Expect,Anxiety",Anxiety,Love
445,孩子 们 像 一张张 洁白 纸 给 他们 什么 颜色 他们 就 会 什么 颜色 尤其 幼儿园 老师 就 他们 最 崇拜 人 也 他们 最 愿意 模仿 对象,"Expect,Love,Anxiety",Love,Love
446,老师 平时 言语 行为 孩子 们 都 看 眼 里 都 潜移默化 地 影响 着 孩子 们 有些 话 不 该 说 话 说 孩子 们 听到 也 记住 ； 有些 行为 举止 不经意 间 做 孩子 们 也 记住 也 学会,"Anxiety,Surprise",Love,Love
447,真是 教师 无 小节 啊,Anxiety,Love,unLove
448,有些 惶恐 也 有些 不安 恐怕 不经意 间 给 孩子 们 一些 不良 行为 举止 一些 负面 言语,Anxiety,"Anxiety,Hate",unLove
449,孩子 感谢 你 提醒 但愿 你 没有 学 一些 不 该 学的 东西,"Expect,Love,Anxiety,Joy","Love,Expect",unLove
450,以后 我会 时刻 提醒 教师 无 小节,"Expect,Anxiety",Expect,unLove
451,接听 她 电话 询问 她 女儿 病情 开始 她 还 冷静 地 诉说 着 但 慢慢 地 开始 哽咽 极力 压抑着 情感 喷发 同样 作为 母亲 强烈 地 感受 着 她 内心 痛苦 和 委屈,"Sorrow,Anxiety","Anxiety,Sorrow",Love
452,她 四 孩子 母亲 爱人 优秀 教师 十几 年 前 倒 讲台 上 留下 三 女儿 和 一个 遗腹子 后来 再嫁 一个 老实巴交 农民,"Sorrow,Love",Love,unLove
453,她 一个 朋友 亲戚 我并 不 认识 她 只是 朋友 让 写 一个 关于 她 女儿 病情 通稿 用 来到 民政部门 请求 帮助 才 有幸 听到 她 声音 并 了解 她 家庭,Anxiety,"Love,Joy",Love
454,她 大 女儿 年初 得 白血病 一个 刚 工作 年 护士 但 经济 条件 差 而 不 能 住院 买 药 回家 维持 并 坚持 上班 中间 因 无钱 而 停 药 月 病情 急转直下 经常 发烧 晕倒 不久前 当地 医院 输 血 转至 石家庄 但 巨额 医药费 让 这个 家 不堪重负,Sorrow,"Anxiety,Sorrow",unLove
455,做 母亲 求人 借 钱 欠 几万 外债 借 钱 无 门 转而 求助 朋友,"Sorrow,Expect",Anxiety,unLove
456,朋友 说 你 能 不 能 找 媒体 记者 给 报道 一下 让 社会 关注 她们,Expect,Expect,unLove
457,看似 轻松 做 起来 却 很 难 媒体 每天 都 能 接到 这样 求助 ： 无钱 治病 无钱 上学 等 司空见惯 下 神经 已经 麻木,"Anxiety,Hate","Anxiety,Expect",unLove
458,这不 能 怪 他们 正像 一个 医生 曾经 说 过 话 ： 每天 面对 那么 多 病人 只 能 保持 冷静 如果 每次 都 紧张 精神 会 出 问题,Sorrow,Anxiety,unLove
459,问 几 朋友 都 说 很 难 操作 心里 焦躁 却 没 办法 她 声音 总 耳边 围绕 仿佛 帮 她 成 义务 和 责任 如果 没 尽力 就 种 犯罪感,Anxiety,"Anxiety,Hate",unLove
460,不知 何时 才 能 建立 完善 救援 机制 让 穷困 人 能 住 得 起 医院 像 这样 只 能 哭泣 母亲 应该 很 多 而 对 生命 一点点 消逝 没 有人 会 冷静 面对 想起 不久前 看到 一个 新闻 一个 当中 学校 长 母亲 为了 救 儿子 而 上街 乞讨 生活 压力 和 残酷 剥夺 她们 自尊,"Sorrow,Expect","Anxiety,Sorrow",unLove
461,真是 半生 奔波 苦 把 辛酸泪,Sorrow,"Anxiety,Sorrow",unLove
462,妖媚 狐 妖 声 嘶 心 咧 肺 尖叫声 退 去 美丽 人形 化 成 白狐 成全 所有人,"Sorrow,Love","Love,Joy",Love
463,画皮 最后 凄美 让 眼角 湿润,"Sorrow,Love","Love,Sorrow",unLove
464,其实 旧瓶装新酒 已 完全 没 蒲 松龄 对 世人 批判 倒是 场 唯美 多 角 恋,Love,"Love,Joy",Love
465,对 画皮 惊悚 停留 老式 电影 这部 新 画皮 几 秒钟 恐怖 镜头 只是 这个 爱情 剧 小点心 给 那些 趁机 拥抱 影院 情侣 们 提供 一个 小 机会,"Love,Anxiety",Love,Love
466,比 想象 好 妖 也 爱情,Love,Love,Love
467,一个 温婉 女人 为了 挽救 苍生 挽救 心爱 人 忍辱负重 饮下 毒酒 瞬间 面目 狰狞 揽 下 所 妖 罪行 甘愿 以 死 换取 别人 幸福,"Sorrow,Love,Hate","Anxiety,Sorrow",Love
468,一个 化身为 人 狐 妖 靠 吃 人心 维持 人形 为了 爱 害人 为了 爱 杀人 又 为了 爱 救人 最后 所有 爱 与 恨 都 随 一阵 轻 烟 而 去 她 终 成全 别人 牺牲,"Hate,Sorrow,Love","Love,Sorrow",Love
469,一个 身怀绝技 高手 看着 心爱 女人 投入 他人 怀抱 饮恨 而 去 最后 却 又 她 垦 求 下 放下 一切 怨气 前来 除妖 只要 伤害 她 人 他 绝不 留情 包括 她 爱人 这种 爱 点 偏执 却 又 真挚 最后 和 敌人 同归于尽,"Sorrow,Love,Hate",Love,Love
470,他 相随 妻子 却 被 狐 妖 诱惑 矛盾 挣扎 只是 他 相信 能 做到 不 背叛 一意孤行 终 尝 苦果 原 来 他 一直 维护 美丽 女人 真的 妖 而 深 爱 他 人 却 已 奔 黄泉 殉情 于是 发生,Sorrow,"Love,Anxiety,Sorrow",unLove
471,一个个 都 爱 死心 踏 地 至死 不 渝 只是 在这 所有 爱中 品味 却 痛彻 心扉,"Sorrow,Love",Love,unLove
472,已 身为 人夫 但 感情 岂 能 控制 可以 同时 爱上 人 却 不 能 同时 拥有 人 但 这种 暗中 暧昧 已 深深 地 伤害 另 一个 人 他 可知,Sorrow,"Anxiety,Sorrow",unLove
473,她 温柔 体贴 坐 拥 夫人 一席 却 对 突然 降临 身边 女人 警惕 余 女人 敏感 任何 时候 都 不会 出错 防备 暗查 爆发 爱 但 幸福 何在,Sorrow,"Love,Anxiety",unLove
474,她 美艳 绝伦 足以 媚惑 一切 男人 何况 还 会 妖术,"Anxiety,Love",Love,Love
475,她 自信 能 把 属于 别人 男人 征服 一次次 地 耍 计 一次次 地 失望 歇斯底里 迸发 出 最后 罪恶 ： 毁掉 那个 挡住 她 幸福 路 女人,Hate,"Anxiety,Sorrow,Hate",unLove
476,柔美 小脸 阴冷 无比 只是 最后 那个 男人 宁愿 以 死 谢罪 也 不 愿 跟 她 共 结 连 理 还有 什么 比 这 更 残酷,"Sorrow,Love",Sorrow,unLove
477,结局 只 能 黯然 离去,Sorrow,Sorrow,unLove
478,每个 人 都 爱 不顾一切 却 又 深深 伤 导演 力图 想 把 这 场 爱情 描绘 凄婉 动人 可是 旖旎 风景 外 读 种 心痛 难道 种 误读,"Sorrow,Love","Love,Anxiety,Sorrow",unLove
479,不 明白 为何 最后 喜剧 结局 淡化 许多 色彩 现实 不 可能 这么 完满 这 导演 对 生活 种 逃避 罢,Hate,"Sorrow,Hate",unLove
480,爱 就 有伤 但 不 能 因 此 就 不 敢 爱 所以 还 坚持 爱 人 都 勇敢,Love,"Love,Joy",Love
481,乍一看 这 题目 点 大 所以 反复 斟酌 半天 本 不 喜欢 琢磨 又 想 这 老板 遍布 年代 倒 也 释然,Anxiety,Joy,unLove
482,经营 着 几十 平米 小 饭店 整天 系着 围裙 笑脸 相迎 七八 年 时间 耕耘 着 这 二 寸 方 地 这 老板 和 老板娘 生活,Love,"Love,Joy",Love
483,因 住 附近 又不 做饭 我是 这家 小店 常客 准确 地 说是 日日 上门 来 二 去 他们 给 做 饭量 越 来 越 大 好像 感谢 忠诚度 以至 半年 休 重 暴 增 近 十 斤 现在 看着 爱 吃 米饭 只 能 抑制 欲望 改 喝 汤,Love,Love,unLove
484,老板 憨厚 老实 不 爱 说话 却 偏爱 看 体育 节目 唯一 台 小电视 整天 停 中央 体育 频道 一说起 足球 来 头头是道 发现 这 他 话题 引爆 点,Love,"Love,Joy,Surprise",Love
485,次 无意中 聊 他 十 年 前 北京 打工 日子 他 劲头 来 说 他 曾 八十 年代 著名 歌手 张 行 饭店 里 打 过 工 还 说 张 行 和 张也 情史 他 张 行 家里 看 过 张 也,Love,Love,Love
486,我对 这 段 历史 倒 没 了解 过 也 无所谓 真假 觉得 他 眉飞色舞 劲 很 可爱,Love,Love,Love
487,碰到 合适 倾听 者 他 也 善 聊 者,Love,Love,Love
488,她 不善 妆 容 但 肤 质 不错 如果 不 身材 走样 打扮 出来 也 美女,Love,Love,Love
489,她 说来 郑州 七八 年 时间 没 出 过门 除了 超市 买 东西 一天到晚 守 店 没 时间 玩,Sorrow,Anxiety,unLove
490,这也 种 生活 方式 只是 苦 孩子 她 女儿 跟 女儿 差不多 大 小不点 好 朋友 她 每次 看 带 女儿 出去 玩 就 很 羡慕 我会 偶 而 带 她俩 看 书 给 她们 讲 故事,"Sorrow,Love","Love,Joy",Love
491,也 会 偶而 给 她 扎 各种 小 辫子 让 她 臭 美 次,"Love,Joy",Love,Love
492,老板娘 说 她 五 年 没 回家 过年 今年 回去 房子 也 买 尽管 离 市区 远 说不定 以后 就 好 地方,"Expect,Sorrow",Love,unLove
493,他们 生活 一成 不 变 天天 如此 别人 看着 死水 一样 日子 他们 过 有滋有味 对 他们 来说 生活 不 需要 波澜 爱情 不 需要 轰 烈 有钱 花 屋 住 就 安居乐业 够,Joy,Love,Love
494,本分 实在 和谐,Love,"Love,Joy",Love
495,碰到 以前 同事 他 问 近况 然后 说 好好 工作 好好 生活 好好 过,Expect,"Joy,Expect",Love
496,简单 话语 深情 叮咛,Love,Love,Love
497,最近 总 接到 家 人 电话 让 我回 他们 身边 对于 漂泊 理解 他们 概念 流浪 －－－－ 没有 一个 温暖 家 没有 副 可以 依靠 肩膀,Sorrow,"Anxiety,Sorrow",unLove
498,没有人 知道 我能 面对 多少 风雨 能 承担 多 大 负荷 他们 心里 仿佛 还是 那个 娇娇 柔柔的 玲珑 女子,Sorrow,Love,Love
499,不 舍 对于 郑州,Sorrow,Sorrow,unLove
500,那么 多 梦想 那么 多 情感 那么 多 付出 那么 多 渴望 都 这里 纠缠,"Anxiety,Expect",Expect,unLove
501,成功 惊喜 爱情 炫 烂 走近 又 走远 而 我还 勇猛 地 跋涉 路上,"Joy,Love",Joy,unLove
502,爱 着 人 都 勇敢,Love,Love,Love
503,只是 这种 个性 有时 伤 别人 有时 伤,Sorrow,Sorrow,unLove
504,习惯 一个 人 进 一个 人 出 一个人 失神 一个 人 浅 渡,Sorrow,Joy,unLove
505,但 一个 信念 好好 工作 好好 生活 好好 过,Expect,Expect,unLove
506,不 贪图 荣华 只要 内心 安宁 抗拒 诱惑 只要 淡然 心境 善待 朋友 只要 共享 喜悦,"Love,Joy","Love,Joy,Expect",Love
507,不 放弃 对 最 好 信任,Love,Love,Love
508,好好 生活 这里 爱 着 我的 工作 爱 着 我爱 人,Love,Love,Love
509,种 声音 浅吟 低唱,Love,"Love,Joy",Love
510,夜晚 独 坐 又 年 秋,Sorrow,Sorrow,unLove
511,没 来得及 编发 已 收到 条 又 条 有名 无名 短信 别人 祝福 先期 来到 心 愧疚 想 句 话 ： 让 爱 先行一步,"Love,Sorrow","Love,Joy,Expect",Love
512,有人 远行 车上 有人 背井离乡 有人 暗自 怀念 有人 无语 悲伤 中秋 何止 种 情怀,Sorrow,"Love,Sorrow",unLove
513,给 家人 打 电话 送 去 中秋 问候 也 报 平安 听到 熟悉 声音 些许 安慰,"Joy,Expect,Love",Joy,Love
514,他 说 你 生活 就 如此 简单,Surprise,Love,Love
515,忽然 想到 好久 没有 品尝 节日 欢乐 春节 也 人 度过,Sorrow,Joy,unLove
516,块 玩 闹 朋友 突然间 全部 消失 旅游 会友 不忍 打搅 他们 难得 假期 希望 他们 都 玩 开心 只是 内心 孤独 难以 驱逐,"Sorrow,Expect",Joy,unLove
517,想 起 许巍 歌 ： 又想 起 身边 走 路上 朋友 有多少 正 疗伤,Sorrow,"Love,Sorrow",unLove
518,怀念 逝去 人 思念 健在 人 中秋 撩 起 所有 伤感 情 深处 人 孤独,"Sorrow,Love,Expect","Love,Sorrow",unLove
519,有人 说 今天会 很多 人 哭 用 泪水 祭奠 相思,"Sorrow,Love,Expect",Sorrow,unLove
520,不眠之夜 亮 着 灯 窗 何止 这,"Sorrow,Anxiety",,unLove
521,突然间 很 想 很 想 ……,"Expect,Love",Expect,unLove
522,初 识 魅力 ８８１ 我最 孤独 时候 一切都 结束 一个人 进进出出 没有 电视 没有 电脑 没有 声音 甚至 连 噪声 都 没有 让 人 窒息,Sorrow,Sorrow,unLove
523,就 我将 孤单 面前 一败 涂 地 将要 沉沦 安静 里 时 一个 朋友 送 来 收音机 他 说 虽说 人 成长 过程 忍受 寂寞 但 家里 不 能 没有 声音,Sorrow,"Anxiety,Sorrow",Love
524,他 想 说服 收下 因 他 最 了解 我最 懂 朋友 这 份 盛情 我无 法 拒绝,Love,Love,Love
525,打开 各种 声音 传来 突然 很 熟悉 感觉 悄无声息 袭 来 有时在 路上 会 碰到 悠闲 老人 拿 着 收音机 听 着 依依 呀呀 戏剧,Love,"Love,Joy",Love
